ita_azon,ita_itype,ita_grade,ita_class,ita_type,ita_name,ita_lvllim,ita_rev,ita_price,ita_pic,ita_pic2,ita_3d,bango_name_id,bango_description,bango_image,bango_action_json,bango_class_json,bango_code_json,bango_country_json,bango_limit_json,bango_sell,bango_endurance,bango_specialty_json,bango_record_json,provenance,source_file,source_line
1327,,,,,Hammer(Encampment Building Scroll),,,10000,,,,2560,"You need materials for Encampment Building.#na wood, a leather and a hammer..",item371,[],"[""general"",""etc""]","[""4"",""9"",""0"",""0""]","[""2""]",[],0,,[],"[""item"",[""name"",""2560""],[""Index"",""1327""],[""Image"",""item371""],[""desc"",""534""],[""class"",""general"",""etc""],[""code"",""4"",""9"",""0"",""0""],[""country"",""2""],[""plural"",""1""],[""buy"",""10000""],[""sell"",""0""]]",bango-file,inititem.dat,3842
1328,,G40,,,Mission letters,,,1938,,,,2550,Collect 50 Devil Troop of Jealousy Masks	,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5020"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1328""],[""Image"",""item063""],[""desc"",""535""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""40""],[""use"",""1""],[""buy"",""1938""],[""sell"",""0""],[""specialty"",[""quest"",""5020"",""1""]],[""taskquest"",""20""]]",bango-file,inititem.dat,3846
1329,,G41,,,Mission letters,,,2131,,,,2550,Collect 40 Devil Troop of Hatred Masks,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5021"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1329""],[""Image"",""item063""],[""desc"",""536""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""41""],[""use"",""1""],[""buy"",""2131""],[""sell"",""0""],[""specialty"",[""quest"",""5021"",""1""]],[""taskquest"",""21""]]",bango-file,inititem.dat,3847
1330,,G42,,,Mission letters,,,2344,,,,2550,Collect 40 Devil Troop of Madness Masks,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5022"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1330""],[""Image"",""item063""],[""desc"",""537""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""42""],[""use"",""1""],[""buy"",""2344""],[""sell"",""0""],[""specialty"",[""quest"",""5022"",""1""]],[""taskquest"",""22""]]",bango-file,inititem.dat,3848
1331,,G43,,,Mission letters,,,2578,,,,2550,Collect 45 Devil Troop of Anger Masks,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5023"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1331""],[""Image"",""item063""],[""desc"",""538""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""43""],[""use"",""1""],[""buy"",""2578""],[""sell"",""0""],[""specialty"",[""quest"",""5023"",""1""]],[""taskquest"",""23""]]",bango-file,inititem.dat,3849
1332,,G44,,,Mission letters,,,2835,,,,2550,Collect 15 Devil Troop of Absorbing Green Masks,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5024"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1332""],[""Image"",""item063""],[""desc"",""539""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""44""],[""use"",""1""],[""buy"",""2835""],[""sell"",""0""],[""specialty"",[""quest"",""5024"",""1""]],[""taskquest"",""24""]]",bango-file,inititem.dat,3850
1333,,G45,,,Mission letters,,,3118,,,,2550,Collect 60 The Cave of The Giant Bird Demon's Heads,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5025"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1333""],[""Image"",""item063""],[""desc"",""540""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""45""],[""use"",""1""],[""buy"",""3118""],[""sell"",""0""],[""specialty"",[""quest"",""5025"",""1""]],[""taskquest"",""25""]]",bango-file,inititem.dat,3851
1334,,G46,,,Mission letters,,,3429,,,,2550,Collect 30 Rotten Skeletons of Warrior of the Royal Tomb,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5026"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1334""],[""Image"",""item063""],[""desc"",""541""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""46""],[""use"",""1""],[""buy"",""3429""],[""sell"",""0""],[""specialty"",[""quest"",""5026"",""1""]],[""taskquest"",""26""]]",bango-file,inititem.dat,3852
1335,,G47,,,Mission letters,,,3771,,,,2550,Collect 20 Doggebi of Monster Face Fire,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5027"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1335""],[""Image"",""item063""],[""desc"",""542""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""47""],[""use"",""1""],[""buy"",""3771""],[""sell"",""0""],[""specialty"",[""quest"",""5027"",""1""]],[""taskquest"",""27""]]",bango-file,inititem.dat,3853
1336,,G48,,,Mission letters,,,4148,,,,2550,Collect 10 Doggebi with a Gong Fire,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5028"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1336""],[""Image"",""item063""],[""desc"",""543""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""48""],[""use"",""1""],[""buy"",""4148""],[""sell"",""0""],[""specialty"",[""quest"",""5028"",""1""]],[""taskquest"",""28""]]",bango-file,inititem.dat,3854
1337,,G49,,,Mission letters,,,4562,,,,2550,Collect 20 Drunken Doggebi Fire,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5029"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1337""],[""Image"",""item063""],[""desc"",""544""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""49""],[""use"",""1""],[""buy"",""4562""],[""sell"",""0""],[""specialty"",[""quest"",""5029"",""1""]],[""taskquest"",""29""]]",bango-file,inititem.dat,3855
1338,,G50,,,Mission letters,,,5018,,,,2550,Collect 20 Doggebi with a Mask of Black Fire,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5030"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1338""],[""Image"",""item063""],[""desc"",""545""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""50""],[""use"",""1""],[""buy"",""5018""],[""sell"",""0""],[""specialty"",[""quest"",""5030"",""1""]],[""taskquest"",""30""]]",bango-file,inititem.dat,3856
1339,,G51,,,Mission letters,,,5519,,,,2550,Collect 20 Doggebi with a Mask of Black Panther Fire,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5031"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1339""],[""Image"",""item063""],[""desc"",""546""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""51""],[""use"",""1""],[""buy"",""5519""],[""sell"",""0""],[""specialty"",[""quest"",""5031"",""1""]],[""taskquest"",""31""]]",bango-file,inititem.dat,3857
1340,,G52,,,Mission letters,,,6070,,,,2550,Collect 40 Giant Doggebi Fire,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5032"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1340""],[""Image"",""item063""],[""desc"",""547""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""52""],[""use"",""1""],[""buy"",""6070""],[""sell"",""0""],[""specialty"",[""quest"",""5032"",""1""]],[""taskquest"",""32""]]",bango-file,inititem.dat,3858
1341,,G53,,,Mission letters,,,6677,,,,2550,Collect 20 High Class Doggebi with a Gong Fire,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5033"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1341""],[""Image"",""item063""],[""desc"",""548""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""53""],[""use"",""1""],[""buy"",""6677""],[""sell"",""0""],[""specialty"",[""quest"",""5033"",""1""]],[""taskquest"",""33""]]",bango-file,inititem.dat,3859
1342,,G54,,,Mission letters,,,7344,,,,2550,Collect 10 The Royal Tobm Keeper's first certificates,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5034"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1342""],[""Image"",""item063""],[""desc"",""549""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""54""],[""use"",""1""],[""buy"",""7344""],[""sell"",""0""],[""specialty"",[""quest"",""5034"",""1""]],[""taskquest"",""34""]]",bango-file,inititem.dat,3860
1343,,G55,,,Mission letters,,,8078,,,,2550,Collect 10 High Class Drunken Doggebi  Fire,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5035"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1343""],[""Image"",""item063""],[""desc"",""550""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""55""],[""use"",""1""],[""buy"",""8078""],[""sell"",""0""],[""specialty"",[""quest"",""5035"",""1""]],[""taskquest"",""35""]]",bango-file,inititem.dat,3861
1344,,G56,,,Mission letters,,,8885,,,,2550,Collect 10 The Royal Tobm Keeper's second certificates,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5036"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1344""],[""Image"",""item063""],[""desc"",""551""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""56""],[""use"",""1""],[""buy"",""8885""],[""sell"",""0""],[""specialty"",[""quest"",""5036"",""1""]],[""taskquest"",""36""]]",bango-file,inititem.dat,3862
1345,,G57,,,Mission letters,,,9773,,,,2550,Collect 10 High Class Doggebi with a Mask of Black Crow Fire,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5037"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1345""],[""Image"",""item063""],[""desc"",""552""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""57""],[""use"",""1""],[""buy"",""9773""],[""sell"",""0""],[""specialty"",[""quest"",""5037"",""1""]],[""taskquest"",""37""]]",bango-file,inititem.dat,3863
1346,,G58,,,Mission letters,,,10750,,,,2550,Collect 20 Demon Crack Soldier's heads,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5038"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1346""],[""Image"",""item063""],[""desc"",""553""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""58""],[""use"",""1""],[""buy"",""10750""],[""sell"",""0""],[""specialty"",[""quest"",""5038"",""1""]],[""taskquest"",""38""]]",bango-file,inititem.dat,3864
1347,,G59,,,Mission letters,,,11825,,,,2550,Collect 20 Traitor Warrior's Talismans,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5039"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1347""],[""Image"",""item063""],[""desc"",""554""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""59""],[""use"",""1""],[""buy"",""11825""],[""sell"",""0""],[""specialty"",[""quest"",""5039"",""1""]],[""taskquest"",""39""]]",bango-file,inititem.dat,3865
1348,,G60,,,Mission letters,,,13007,,,,2550,Collect 40 Chief of Demon Crack Troop's heads,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5040"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1348""],[""Image"",""item063""],[""desc"",""555""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""60""],[""use"",""1""],[""buy"",""13007""],[""sell"",""0""],[""specialty"",[""quest"",""5040"",""1""]],[""taskquest"",""40""]]",bango-file,inititem.dat,3866
1349,,G74,,,Mission letters,,,49381,,,,2550,Collect 30 E-Mok Island Blacksmith's rings,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5041"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1349""],[""Image"",""item063""],[""desc"",""556""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""74""],[""use"",""1""],[""buy"",""49381""],[""sell"",""0""],[""specialty"",[""quest"",""5041"",""1""]],[""taskquest"",""41""]]",bango-file,inititem.dat,3867
1350,,G61,,,Mission letters,,,14307,,,,2550,Collect 10 Trained Traitor Warrior's Talismans,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5042"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1350""],[""Image"",""item063""],[""desc"",""557""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""61""],[""use"",""1""],[""buy"",""14307""],[""sell"",""0""],[""specialty"",[""quest"",""5042"",""1""]],[""taskquest"",""42""]]",bango-file,inititem.dat,3868
1351,,G77,,,Mission letters,,,65725,,,,2550,Collect 30 Small Green E-Moogi's teeth,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5043"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1351""],[""Image"",""item063""],[""desc"",""558""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""77""],[""use"",""1""],[""buy"",""65725""],[""sell"",""0""],[""specialty"",[""quest"",""5043"",""1""]],[""taskquest"",""43""]]",bango-file,inititem.dat,3869
1352,,G62,,,Mission letters,,,15737,,,,2550,Collect 10 Monster of Demon Crack Troop's heads,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5044"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1352""],[""Image"",""item063""],[""desc"",""559""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""62""],[""use"",""1""],[""buy"",""15737""],[""sell"",""0""],[""specialty"",[""quest"",""5044"",""1""]],[""taskquest"",""44""]]",bango-file,inititem.dat,3870
1353,,G78,,,Mission letters,,,72297,,,,2550,Collect 20 E-Mok Island Sealed Ghost's rings,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5045"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1353""],[""Image"",""item063""],[""desc"",""560""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""78""],[""use"",""1""],[""buy"",""72297""],[""sell"",""0""],[""specialty"",[""quest"",""5045"",""1""]],[""taskquest"",""45""]]",bango-file,inititem.dat,3871
1354,,G63,,,Mission letters,,,17310,,,,2550,Collect 5 Guard of the Traitors Hangout's Talismans,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5046"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1354""],[""Image"",""item063""],[""desc"",""561""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""63""],[""use"",""1""],[""buy"",""17310""],[""sell"",""0""],[""specialty"",[""quest"",""5046"",""1""]],[""taskquest"",""46""]]",bango-file,inititem.dat,3872
1355,,G79,,,Mission letters,,,79526,,,,2550,Collect 30 Small Brown E-Moogi's teeth,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5047"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1355""],[""Image"",""item063""],[""desc"",""562""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""79""],[""use"",""1""],[""buy"",""79526""],[""sell"",""0""],[""specialty"",[""quest"",""5047"",""1""]],[""taskquest"",""47""]]",bango-file,inititem.dat,3873
1356,,G64,,,Mission letters,,,19041,,,,2550,Collect 20 White Beast of Demon Crack Troop's heads,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5048"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1356""],[""Image"",""item063""],[""desc"",""563""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""64""],[""use"",""1""],[""buy"",""19041""],[""sell"",""0""],[""specialty"",[""quest"",""5048"",""1""]],[""taskquest"",""48""]]",bango-file,inititem.dat,3874
1357,,G80,,,Mission letters,,,87478,,,,2550,Collect 15 Twisted Green E-Moogi's teeth,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5049"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1357""],[""Image"",""item063""],[""desc"",""564""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""80""],[""use"",""1""],[""buy"",""87478""],[""sell"",""0""],[""specialty"",[""quest"",""5049"",""1""]],[""taskquest"",""49""]]",bango-file,inititem.dat,3875
1358,,G65,,,Mission letters,,,20945,,,,2550,Collect 5 Knight of the Traitors Hangout's Talismans,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5050"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1358""],[""Image"",""item063""],[""desc"",""565""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""65""],[""use"",""1""],[""buy"",""20945""],[""sell"",""0""],[""specialty"",[""quest"",""5050"",""1""]],[""taskquest"",""50""]]",bango-file,inititem.dat,3876
1359,,G81,,,Mission letters,,,96225,,,,2550,Collect 15 Twisted Brown E-Moogi's teeth,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5051"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1359""],[""Image"",""item063""],[""desc"",""566""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""81""],[""use"",""1""],[""buy"",""96225""],[""sell"",""0""],[""specialty"",[""quest"",""5051"",""1""]],[""taskquest"",""51""]]",bango-file,inititem.dat,3877
1360,,G66,,,Mission letters,,,23039,,,,2550,Collect 5 Blue Beast of Demon Crack Troop's heads,item063,[],"[""general"",""etc""]","[""4"",""8"",""0"",""0""]","[""0"",""2""]",[],0,,"[""specialty"",[""quest"",""5052"",""1""]]","[""item"",[""name"",""2550""],[""Index"",""1360""],[""Image"",""item063""],[""desc"",""567""],[""class"",""general"",""etc""],[""code"",""4"",""8"",""0"",""0""],[""country"",""0"",""2""],[""level"",""66""],[""use"",""1""],[""buy"",""23039""],[""sell"",""0""],[""specialty"",[""quest"",""5052"",""1""]],[""taskquest"",""52""]]",bango-file,inititem.dat,3878
